epoch,train_loss,eval_loss,eval_map
0,915.745751953125,285.09579431078953,0.006293449835050067
1,614.623018169403,9558.74475513527,0.0
2,1.2947226881980896,60.161220649918,0.03254167378335659
3,0.6077127695083618,5.629674922966049,0.13573734293944975
4,0.5453501105308532,1.8338857504552257,0.1842798732886934
5,0.5445702552795411,1.2018989276790428,0.20520923750882383
6,0.4641540765762329,0.8413652513691323,0.22137742477766903
7,0.4870230913162231,0.8055034113790325,0.22070266906522612
8,0.4435464382171631,0.45353334425446507,0.2239230670643193
9,0.44227161407470705,0.5459637459151013,0.21430895797868071
10,0.40472195148468015,0.4807611853182913,0.2341337662289841
11,0.49242613315582273,0.4947010259590072,0.24155117895075393
12,0.3997976303100586,0.3841327419859135,0.24179679077645874
13,0.38369705677032473,0.3298583298861861,0.2481315228044242
14,0.4536904454231262,0.4826501466946038,0.2265044811215518
15,0.4238418757915497,0.38876578707494336,0.2623806987493173
16,0.4472490787506104,0.33208493144813184,0.2505547587388085
17,0.36441429853439333,0.39897827478592285,0.24511036577221718
18,0.4931043148040771,0.3439906216217186,0.259125509566997
19,0.48099995851516725,0.35694190985215213,0.256263288397142
20,0.3369386732578278,0.3335320741117359,0.27124902877087664
21,0.31370567083358764,0.2738364905656459,0.27420480872302866
22,0.41364083886146547,0.3606070566750719,0.2617705898587573
23,0.40650634765625,0.4152719084628837,0.26717850411875893
24,0.31936454176902773,0.3261344600058271,0.2630113059946803
25,0.4039298117160797,0.29974894162887084,0.26361748836773
26,0.3469663381576538,0.340409928428864,0.2793165892505682
27,0.3469200015068054,0.26443603575110197,0.2781049998445861
28,0.3665612816810608,0.48230199333661067,0.2301236827931096
29,0.4010171413421631,1.8963814421980558,0.2285799379428362
30,0.39419289827346804,0.8603768343915921,0.2720617606522894
31,0.3678783416748047,0.5132871202094282,0.2677608568175809
32,0.2808441400527954,0.3603032187135043,0.27902280459088796
33,0.29012964367866517,0.2505199775428237,0.28688971683556175
34,0.3130718648433685,0.2642530655574225,0.2918335519484505
35,0.38125585317611693,0.2794102226684471,0.28375229173228717
36,0.33066638708114626,0.2611196259100117,0.27067054497959714
37,0.3234337329864502,0.41294761936745805,0.27135135921056536
38,0.41195430755615237,0.34646802155192724,0.27761872687147315
39,0.2819998413324356,0.3118651884352277,0.2741838623676246
40,0.26698541045188906,0.2728642665432068,0.29079624872579446
41,0.2524655282497406,0.24095442144569748,0.29470746262812975
42,0.19582529067993165,0.23309835934925652,0.3004619479265529
43,0.296052086353302,0.2631709056053467,0.285925929122054
44,0.3162866473197937,0.22531371747324605,0.2997313390442254
45,0.2400360107421875,0.3027990901159619,0.2809080609638224
46,0.2619573622941971,0.2144207395986469,0.30594841340322126
47,0.2903283953666687,0.2507324365074028,0.2898151945251764
48,0.254043447971344,0.24872252924408847,0.29263727296314607
49,0.23141327798366546,0.22491029818693478,0.30396375289913824
50,0.23427437543869017,0.25560614735425596,0.29631064076612346
51,0.2900774121284485,0.2283298789499279,0.30323139194126625
52,0.27054972648620607,0.23573811426908076,0.31128100987112456
53,0.2994374632835388,0.21646312930302056,0.31081492229916424
54,0.3322934746742249,0.2396258272245556,0.29099615516418736
55,0.2493709832429886,0.23508503513489076,0.29850157416166323
56,0.2738460421562195,0.2515329237213593,0.3002166850520159
57,0.23675894737243652,0.24397212434149457,0.29903430188418606
58,0.2628141760826111,0.2211389259131017,0.307214602194385
59,0.31668575406074523,0.22615109631914893,0.30002526701071697
60,0.23465587496757506,0.28744745505357794,0.3013878550874259
61,0.32215194702148436,0.23540476788738687,0.2935138097411798
62,0.28802047967910765,0.2664124775745109,0.30543258043096183
63,0.30576254725456237,0.32647698185964674,0.29456202944887533
64,0.24828364849090576,0.26728266585088206,0.31581622011017196
65,0.27804518342018125,0.23174232107126164,0.3044392311370128
66,0.24170502424240112,0.21993792218292404,0.31413980935168795
67,0.2848497211933136,0.23025741331085176,0.3105596078834357
68,0.2268822431564331,0.1954382392232547,0.31928874044397876
69,0.23711903691291808,0.2008248982663623,0.3113919512794763
